年份,題號 ,答案 ,完整題目,章節出處,名稱
104,76,C,自火場救出的傷患二隻手臂均有二度及三度灼傷，並主訴頭痛噁心，以下之敘述何者為是？ (A)初評時，傷患能對話，研判呼吸道正常，已排除吸入性灼傷的可能。 (B)常規為傷患量測血壓及血氧值，以決定是否進行氧氣治療。 (C)病史詢問除應依循一般通則外，現場資訊也很重要。例如：現場可能的燃燒物為何？是否有涉及化學物品的燃燒或接觸等。 (D)傷患屬於嚴重灼傷，應通報為重大創傷個案並送往創傷中心治療。,31,
104,77,A,關於創傷型式與機轉之敘述何者為是？ (A)高級救護技術員除應依循創傷初步與二度評估處置原則處置傷患外，特別強調創傷機轉的詢問，以判斷潛藏傷害並預防併發症發生。 (B)爆炸傷是一種複合性的傷害，當爆炸發生時會有四階段的受傷機轉，首當其衝是呼吸道的吸入性傷害，屬於第一階段傷害，因此處置爆炸傷的傷患都必須立即穩定其呼吸道。 (C)高速公路上，自小客車失事撞上右側護欄，車身嚴重擠壓變形，高級救護技術員到達現場評估脫困後之傷患，若其生命徵象穩定且無胸腹部疼痛，就不須後送創傷中心。 (D)根據國外相關文獻統計，高處墜落是造成鈍挫傷最主要的原因，因其直接造成骨盆骨折及骨盆腔內器官之損傷。,25,
104,78,D,關於腹部創傷之敘述何者為是？ (A)傷患被他人用尖刀刺入右前胸第 6 肋間位置，這個高度已經沒有腹部臟器，不會造成腹內傷害。 (B)後腹腔創傷之體徵包括 Turner sign（腰部瘀青）與 Cullen sign（肚臍周圍瘀青），為早期病程之常見發現。 (C)傷患被他人以步槍射擊，彈孔出現於右上背肩胛骨脊，此位置已經高於後腹腔，不會造成腹內傷害。 (D)腹部創傷是所有創傷中最容易被忽略或延誤者。尤其是當傷患意識不清、頸椎受傷導致感覺異常、其他部位有嚴重傷勢、老年人或兒童，均可能影響理學檢查的正確性。,29,
104,79,D,評估疑似頭部創傷意識不清患者，檢查患者二側瞳孔對光反應時，發現單側瞳孔放大，對光反應消失，以下研判及處置何者為是？ (A)傷患可能同時出現 Cushing's triad，造成收縮壓升高、脈搏變快以及不規則的呼吸。 (B)可能為視神經遭到壓迫。 (C)嚴判顱內壓升高，應立即予以過度換氣，目標是 PaCO2<30 mmHg。 (D)很快的傷患可能會呈現 GCS 評估中，M3 去大腦皮質（Decorticate）或 M2 去大腦（Decerebrate）姿勢。,27,
104,80,A,四肢肌肉若遭受外力創傷，可能產生腔室症候群或壓碎傷症候群 (Crush syndrome)，關於兩者以下敘述何者為是？ (A)腔室症候群可能起因於壓碎傷症候群。 (B)開放性骨折因為已經打破腔室，所以不會造成腔室症候群。 (C)高血鉀是腔室症候群患者常見的致命性併發症，因此應給予大量輸液與監測心電圖。 (D)壓碎傷症候群一旦發生，該患處肢體一定不保，因此治療方針是儘速截肢以挽救生命。,30,
104,81,D,電視新聞報導某地「…大地震後有傷患下半身壓在倒塌石牆下 36 小時仍清醒，但直接脫困送往醫院的 10 分鐘路程中卻立刻喪命…」。請問這個傷患最可能的死因是？ (A)急性心肌梗塞（acute myocardial injury）。 (B)無法控制的肢端大出血（uncontrolled external bleeding）。 (C)脊髓性休克（spinal shock)。 (D)突發的電解質異常（acute electrolyte imbalance）。,30,
104,82,D,以下關於熱疾病的敘述，何者為是？ (A)熱痙攣（heat cramp）主要是因為鈉與水的流失，導致全身肌肉一起痙攣。 (B)熱衰竭（heat exhaustion）會有頭暈、噁心、頭痛、及輕到中度體溫上升，但不會意識改變。 (C)傳統型中暑（Classic heat stroke）常發生於持續性高溫度及高濕度的環境，而且好發在健康的運動員。 (D)中暑如果不治療將導致死亡。治療成功的要素包括啟動基本救命術（BLS）及高級救命術（ALS）、快速認出熱急症、及快速幫病患降溫等。,44,
104,83,B,年輕孕婦懷孕 40 週，急產產出一足月胎兒。剛出生時新生兒抽吸口鼻不會哭泣臉部也無表情，呼吸不規則，且每分鐘約 20 下。脈搏微弱且約每分鐘 80 下，刺激時手腳僅有一些無力的收縮。外觀發現四肢發紺，身體比較紅潤。請問其第一分鐘的 APGAR 分數是？ (A)3 分。 (B)4 分。 (C)5 分。 (D)6 分。,48,
104,84,A,以下關於小兒急救的敘述，何者為非？ (A)小兒若感冒發燒期間發生竇性頻脈 (sinus tachycardia)，應儘速用藥物控制心搏過速。 (B)Atropine 建議劑量為 0.02mg/kg，最小劑量為 0.1mg，因為太小劑量反而會造成心搏過緩。 (C)出現上心室頻脈 (SVT)，在迷走神經刺激失敗後，可以考慮靜脈快速注射腺酸 (adenosine 0.1mg/kg)。 (D)有脈搏的心室頻脈 (VT) 時，立即施予心臟電器整流術 0.5~1 焦耳/公斤。,48,
104,85,A,5 歲男童 25kg 在急診室目擊突然失去意識，沒有反應，無呼吸無脈搏，現場醫護人員立即給予胸部按壓以及甦醒球通氣，心電圖監視器呈現心律如下；關於下一步的急救處置，何者為是？ (A)確定無人碰觸男童後立即去顫電擊 50 焦耳。 (B)先胸部按壓滿兩分鐘後，再進行去顫電擊 50 焦耳。 (C)儘速選擇適當的氣管內管進行插管治療。 (D)持續以胸部按壓和吹氣 15：2 的方式滿十個循環後，再次檢查脈搏，不需電擊。,48,
104,86,B,有關兒童外傷，下列敘述何者為是？ (A)常常是單一器官受傷。 (B)小兒肋骨沒斷，但肺部常常已經受到嚴重的挫傷。 (C)處理原則與大人差異很大。 (D)骨折時，常常完全折斷。,32,
104,87,D,輕孕婦懷孕 40 週突然感到嚴重呼吸困難而打 119 求救，你到現場發現她有發紺、胸痛及休克現象，似乎快要窒息。此時急救的處置與一般 ACLS 略有不同，何者為是？ (A)若量到她血壓偏低，建議以休克病患之頭低腳高方式運送。 (B)若有需要插管，應該選用口徑較大的氣管內管 (例如 7.5# 或 8#)。 (C)為增加母親心輸出量，應該要右側躺或進行子宮右推手勢 (LUD)。 (D)為了胎兒預後，若母親心跳停止，應該在心跳停止的四到五分鐘內產出胎兒。,44,
104,88,C,年約 40 歲的病患，被民眾發現倒臥在三溫暖的蒸氣室內而打電話求助 119，身為高級救護技術員的你抵達現場後，發現病患意識不清且身體乾熱，請問下列有關熱急症的敘述何者為非？ (A)體溫過高或熱病主要是導因於病患超出體溫調節機轉所能調節的範圍或是體溫調節中樞失效。 (B)熱病可依程度分為熱痙攣、熱昏厥、熱衰竭及熱中暑。 (C)若此位 40 歲的病患全身濕熱、不停出汗，即可排除熱中暑之診斷。 (D)治療熱中暑的病患，一般建議當中心體溫低於 39 度時，降溫就要停止，以避免發生反彈性低體溫。,44,
104,89,D,在一個寒冷的冬天，民眾報案表示，有一狀似喝醉路倒的病患倒在馬路旁待援，病患經你轉送到醫院後做了一張心電圖如下圖，請問下列敘述何者為非？ (A)心電圖看到的異狀，是如駱駝峰般突起的 Osborn wave。 (B)此類病患在搬運移動時須特別小心，即使輕微的動作都有可能產生致命性的心律不整。 (C)會產生此種現象的高風險者包括熱衷戶外運動者、老年人、非常小的小孩、及一些有精神或其他內科疾病者。 (D)若病患突發心室纖維顫動，在電擊去顫治療上，選擇電擊與否及能量均與一般的病患不同。,44,
104,90,B,下列有關潛水急症的敘述，何者為非？ (A)因潛水下降時的壓力創傷又叫擠壓性 (squeeze) 創傷。 (B)縱膈腔氣腫、皮下氣腫及氣胸都常見於下降時所產生的擠壓性創傷。 (C)任何病患在潛水後 12 至 36 小時內出現症狀，都應懷疑減壓病 (decompression sickness) 的可能。 (D)氮醉 (Nitrogen narcosis) 是因為在較深的水下，血中的氮分壓較正常高，產生類似酒精的鎮靜作用。,44,
104,91,B,50 歲男性於台北市登象山 (海拔約 183 公尺) 返家後，於家中產生頭暈及步態不穩之現象，家人發現後打 119 求助。經到場初步評估後，病患生命徵象穩定但有步態不穩及口齒不清之狀況，現場處置後轉送醫院。請問下列有關此病患的敘述何者為非？ (A)此病患疑似急性腦中風，應送往有能力處置急性腦中風之急救責任醫院。 (B)此病患因為登象山後產生神經學異常，應該將急性高山病列入鑑別診斷，情況惡化有可能產生腦水腫。 (C)急性高山病是常見的高山疾病，症狀可在到高地 4~6 小時內產生，最嚴重的症狀常在到達高地的 24~48 小時內發生。 (D)急性高山病可用藥物預防，如丹木斯 (Diamox)、類固醇 (Steroid) 等等，但發生急性高山病症狀後，最重要的是趕緊下降高度。,44,
104,92,C,在面對兒童急症時，我們常常會使用到兒童評估三角來初步評估兒童的病情，請問有關兒童評估三角，何者為非？ (A)兒童外觀，視其意識狀態及肌肉張力。 (B)兒童呼吸，視其呼吸速率及其呼吸費力程度。 (C)兒童瞳孔，視其有無放大或縮小。 (D)兒童循環，視其膚色及皮膚狀況。,48,
104,93,D,年輕媽媽神情緊張的抱著出生不久的小孩衝進分隊，表示小朋友剛在家餵完奶後，呼吸淺慢且呼吸音嘈雜。你診視後發現此名嬰兒膚色發紺，意識不清，於是在請求支援後馬上進行復甦。請問下列有關小兒呼吸道及胸腔的敘述，何者為非？ (A)小於 6 個月的嬰兒主要是依賴鼻部呼吸，鼻孔被分泌物阻塞即會造成嬰兒呼吸窘迫，適時的抽吸鼻部分泌物是很重要的。 (B)將折疊之毛巾置於大於 3 歲的兒童枕部，有助於建立嗅吸姿勢以維持呼吸道暢通。 (C)兒童呼吸道最窄的位置在聲帶下方的環狀軟骨，這點與大人不同。 (D)兒童胸腔肋骨因含有較多軟骨而有彈性，故發生胸腔創傷時較能吸收外來的能量，不易產生肺挫傷和壓力損傷。,48,
104,94,D,80 歲的老先生在家中大吼大叫亂摔東西，被家人發現打 119 求助。你到了現場初步評估後，發現老先生雖然胡言亂語但生命徵象均正常，聞起來酒氣很重，進一步詢問下其家人提及老先生還有失智的病史，請問下列有關行為急症及老人神經症狀的表現，何者為非？ (A)失智症是對時間和地點慢慢進展的記憶喪失，但即使病患有失智症的病史，也應該把病患當作譫妄來處理，因為有可能是危及生命的急症。 (B)酒癮判定可以用 CAGE(Cut down、Annoyance、Guilty、Eye opener) 來輔助篩檢。 (C)精神狀態檢查五步驟包括觀察病患外觀、病患言語特徵、病患情緒特徵、評估病患思想以及決定病患定向感。 (D)這位 80 歲的老先生酒氣很重，而且沒有局部神經學症狀，不會是腦血管疾病所引起之意識障礙。,46,
104,95,A,下列有關婦產科急症的相關敘述，何者為非？ (A)前置胎盤可能跟前胎剖腹產、胎盤較大及子宮血管循環不良有關。通常會引起下腹劇烈疼痛，出血量可能會危及生命。 (B)早產的危險因子包括外傷、前胎早產、泌尿道感染、多胎妊娠及子宮構造異常。 (C)產後出血為產後期常見的併發症，其定義為產後大於 500cc 的出血。變大的子宮排空後必須收縮以控制出血，產後子宮無法適當收縮是出血最常見的原因。 (D)子癇前症亦稱妊娠毒血症，通常發生於第一胎。病患在懷孕時會出現高血壓、水腫及尿蛋白，通常發生於懷孕第三期。若同時發生癲癇情況則稱為子癇症。,49,
104,96,D,18 歲女性病患，去 KTV 唱歌因喝下他人請的飲料後自覺有異，於是起身離開並由室友打 119 求助。你抵達時發現此名病患情緒高亢且焦躁不安，生命徵象如下：呼吸每分鐘 28 下、脈搏每分鐘 136 下、血壓為 190/100 mmHg、體溫為 37.8 ℃。理學檢查可見瞳孔略放大、光反射不明顯，另有全身發汗的現象，其他部分則未見明顯異常。請問下列敘述及處置何者為非？ (A)這名女性病患很有可能是攝入了中樞神經刺激劑的物質。 (B)古柯鹼在美國是最受歡迎的非法藥物之一，藥物治療一開始的首選為鎮靜安眠藥 (benzodiazepines)。 (C)安非他命成癮的病患，突然停用會產生所謂的 ”當機 crash” 階段，會變的憂鬱、想自殺，沒有條理的思考、行為或接近昏迷。 (D)搖頭丸 (MDMA) 當初在醫療上的用途是用來治療注意力障礙或活動過渡症 (ADHD)，後來才衍生出濫用問題。,50,
104,97,B,72 歲男性病患，在家中因不明原因將漂白水及無煙鹽酸於密閉的浴室中混合，病患因吸入產生的氣體，約 30 分鐘開始感覺頭暈，並於 5 小時後愈來愈喘，其他臨床症狀包括頭暈、盜汗、眼睛疼痛流淚，鼻腔疼痛、流鼻水還有咳嗽。經家人撥打 119 後送醫，到院後的胸部 X 光顯示病患有急性肺水腫。請問下列有關此病患及有毒氣體的敘述，何者為非？ (A)以此病患的症狀及臨床表現加理學檢查，病患很可能是吸入了混合後產生的氯氣。 (B)常見的家用瓦斯若吸入過量，同樣也會產生呼吸道刺激的問題而進一步產生肺水腫。 (C)工廠及燃燒的塑膠、家具還有建築物會產生氰酸，此為高度毒性的細胞窒息劑，需趕快就醫使用氰酸的解毒劑。 (D)硫化氫為類似氰酸的高毒性細胞窒息劑，具有易於辨認的特殊臭蛋味。,50,
104,98,C,30 歲男性病人在公車站突然發生抽搐的現象。根據他的朋友描述，病人突然倒地，先是全身僵硬，牙關緊閉；接著有適當呼吸，但四肢開始抽動，口吐白沫。病患之前並沒有發生過類似的情形。你發現病患意識不清仰躺於地，已經沒有抽搐的情形。下列何項評估或處置為非？ (A)應將病患擺成復甦姿勢，以利口水等分泌物的引流，同時給予病患高流量的氧氣。 (B)病患的意識不清有可能是因為他現正處於抽搐後的混淆期，會慢慢恢復清醒。 (C)病患的抽搐屬於所謂的「大發作」，一般包含三個階段，其中以陣攣 (clonic) 期時間最短。 (D)在到院前應測量病患的指尖血糖值，因為低血糖可能是造成病患抽搐的原因。,36,
